,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,Res
2614,18.64677151,4.149908612,-14.05807304,3.509818721,5.499988225,-33.03354534,48.67973273,316.0218518,111.4365902,4010.666956
2615,-14.91934084,-21.24923749,-14.57187779,2.032422819,-1.769315827,-36.65162522,49.79654573,316.519127,111.6474313,4012.11587
2616,-9.871872012,-30.33430869,-9.90620617,0.861759076,-9.141004734,-40.1119408,50.96754856,316.9915517,111.8543204,4013.560153
2617,-4.973446791,-14.15459308,-0.697216702,-0.248617551,-16.47612324,-43.38883326,52.19283182,317.4389655,112.0572439,4014.999789
2618,14.79616079,12.21055864,10.02950661,-1.571945696,-23.63185211,-46.4570372,53.47244519,317.8612083,112.2561893,4016.434766
2619,-0.74389836,25.64643866,17.9364845,-3.342494288,-30.46568583,-49.29155561,54.80637669,318.2581201,112.4511446,4017.86507
2620,6.093026718,19.05429431,19.80415662,-5.70204082,-36.83856778,-51.86772587,56.19453128,318.6295402,112.642099,4019.290686
2621,-3.447545527,3.226339929,15.06984987,-8.682362795,-42.61769671,-54.16124892,57.63671025,318.9753075,112.8290428,4020.711604
2622,-10.8417383,-6.969376739,5.831106158,-12.18965742,-47.67954976,-56.14842585,59.1326048,319.2952604,113.0119673,4022.127809
2623,3.417477544,-8.326208926,-3.821382302,-16.00338398,-51.91105052,-57.80659783,60.68175248,319.5892364,113.1908652,4023.539292
2624,8.147383511,-9.132049105,-10.13797542,-19.81186716,-55.21244521,-59.11539384,62.2835052,319.8570713,113.3657307,4024.94604
2625,-3.92213985,-12.24862269,-11.42709973,-23.25250983,-57.50194527,-60.0578538,63.93696934,320.0985995,113.5365591,4026.348043
2626,5.55441615,-10.10230044,-8.306888475,-25.97592816,-58.72093065,-60.62163471,65.64097372,320.3136538,113.7033471,4027.745292
2627,-18.78014652,4.347994828,-3.561322846,-27.70424075,-58.83228727,-60.79997436,67.39404175,320.5020668,113.8660927,4029.137776
2628,20.02014734,22.97033534,-0.75656389,-28.25912828,-57.8217853,-60.59134307,69.19438635,320.6636699,114.0247953,4030.525486
2629,-5.633946172,24.92745256,-1.954102364,-27.54233251,-55.70395087,-59.9991862,71.03990167,320.7982934,114.1794552,4031.908415
2630,12.19883684,5.958736519,-6.623186372,-25.5494599,-52.5238462,-59.03167944,72.9282034,320.9057666,114.3300739,4033.286555
2631,-12.36660589,-17.47846625,-11.80902598,-22.38141635,-48.35272047,-57.70094234,74.85670867,320.9859175,114.4766541,4034.659897
2632,-20.3028857,-23.86620724,-13.90108155,-18.26412057,-43.28255516,-56.02204458,76.82268721,321.0385731,114.6191994,4036.028435
2633,13.62721847,-9.976212147,-10.97856038,-13.54599052,-37.42119889,-54.01196018,78.82326838,321.0635589,114.7577141,4037.392162
2634,9.192166207,5.955226268,-3.674271755,-8.634711501,-30.88878178,-51.68906548,80.85546363,321.0606987,114.8922037,4038.751072
2635,-9.264663943,10.33217018,5.401420138,-3.903059775,-23.81700881,-49.07271278,82.91620765,321.0298146,115.0226741,4040.105159
2636,0.386521395,6.45776,13.15562067,0.354607969,-16.34842576,-46.18273047,85.0023702,320.9707274,115.1491324,4041.454416
2637,3.997734973,1.10069899,17.44375161,3.936449861,-8.633884293,-43.03917087,87.11073778,320.8832561,115.2715863,4042.79884
2638,1.244564574,-2.969628801,17.38989968,6.73295263,-0.82909686,-39.66242624,89.23804828,320.7672188,115.3900444,4044.138423
2639,-3.441708932,-2.806518331,13.35389868,8.74853034,6.907814328,-36.07315649,91.38102854,320.6224327,115.5045158,4045.473163
2640,-4.482237024,1.954029348,6.507315403,10.1086052,14.42132726,-32.29221924,93.53640021,320.4487138,115.6150104,4046.803055
2641,10.9579446,5.098233415,-1.556698432,11.01241419,21.56231333,-28.34059768,95.70088183,320.2458767,115.7215389,4048.128093
2642,-7.609846272,2.249046786,-8.796577772,11.61722155,28.19226275,-24.23941778,97.87118804,320.0137353,115.8241123,4049.448275
2643,-0.137449614,-1.509554093,-13.52565613,12.06674333,34.18359394,-20.01014307,100.0440238,319.7521024,115.9227427,4050.763597
2644,0.805466624,-4.222919154,-14.50024542,12.48317175,39.4204435,-15.67429301,102.2160883,319.4607901,116.0174425,4052.074055
2645,0.00994635,-6.92197758,-11.23825163,12.92908234,43.80274197,-11.25310496,104.3840834,319.1396094,116.1082247,4053.379646
2646,-2.055618512,-8.487643876,-4.421234906,13.42380781,47.24964364,-6.767511745,106.5447166,318.7883702,116.1951032,4054.680368
2647,2.787700086,-4.096542598,3.98812647,13.96359075,49.69906116,-2.237826599,108.6947,318.4068816,116.2780922,4055.976217
2648,-5.101565105,6.446549862,11.2185012,14.5588298,51.11160764,2.315977499,110.8307488,317.9949523,116.3572063,4057.267192
2649,9.034063644,15.94517848,14.46952366,15.21917184,51.47050874,6.873830092,112.9495826,317.5523904,116.4324607,4058.55329
2650,0.821501646,15.28860935,12.20276874,15.94704464,50.77934064,11.41542803,115.0479232,317.0790038,116.5038708,4059.834509
2651,6.272583033,3.973615715,5.217785933,16.70208956,49.06393533,15.9206004,117.1224899,316.5746004,116.571452,4061.110848
2652,0.02718608,-9.797502091,-3.774800262,17.42726968,46.37152927,20.36980078,119.1700053,316.0389875,116.6352202,4062.382303
2653,-12.1688956,-14.54433142,-11.31070163,18.06054588,42.76630392,24.74384399,121.1871963,315.4719726,116.6951915,4063.648875
2654,3.693985845,-6.082369145,-14.6910467,18.49062451,38.32901947,29.02368336,123.1707989,314.8733628,116.7513819,4064.910559
2655,-0.460763378,3.518087065,-12.87378669,18.55631439,33.15814296,33.19032539,125.1175519,314.2429654,116.8038077,4066.167355
2656,10.51917784,3.426572516,-6.523203512,18.05589473,27.36979815,37.22523117,127.0241948,313.5805876,116.8524854,4067.419261
2657,-4.894154214,-2.611797166,2.656451685,16.80425437,21.0972927,41.11073109,128.8874779,312.886037,116.8974314,4068.666275
2658,-4.105075972,-3.285645431,12.44393325,14.66927989,14.48733656,44.82981637,130.7041759,312.159122,116.9386622,4069.908395
2659,-5.561113626,3.30449392,20.35098645,11.60464452,7.692455019,48.36598983,132.4710781,311.3996518,116.9761945,4071.145619
2660,17.1992377,7.872864946,24.3189764,7.687675238,0.867702462,51.70313776,134.1849784,310.6074359,117.010045,4072.377946
2661,-15.31112931,3.257916722,23.06497954,3.116414373,-5.834403736,54.82565474,135.8426798,309.782284,117.0402305,4073.605373
2662,8.602340256,-3.991314375,16.36988716,-1.825861479,-12.2632154,57.71848633,137.441004,308.9240062,117.066768,4074.827899
2663,-12.12274356,-3.772627045,5.079752474,-6.793694533,-18.27241196,60.36731704,138.9767968,308.032414,117.0896746,4076.045522
2664,7.777758663,4.485262636,-8.862689403,-11.40791931,-23.72273517,62.75886128,140.4469327,307.1073207,117.1089676,4077.25824
2665,-6.06980312,9.905720491,-22.48100324,-15.31742653,-28.48559689,64.88052197,141.848328,306.1485428,117.1246644,4078.466052
2666,20.86284413,3.376451639,-32.43589062,-18.27648481,-32.44722839,66.72070919,143.1779603,305.1558996,117.136783,4079.668956
2667,-14.63805067,-13.43022081,-35.61105019,-20.1965253,-35.5079439,68.26939325,144.4328917,304.1292139,117.1453414,4080.866951
2668,2.308405522,-22.69223385,-30.23659328,-21.17167168,-37.58504905,69.51817667,145.6102617,303.0683109,117.1503582,4082.060035
2669,-18.22186662,-11.5668644,-17.06924203,-21.46533912,-38.61743266,70.46036397,146.7073015,301.9730191,117.1518526,4083.248208
2670,22.13799046,9.860586258,0.814088265,-21.44449754,-38.56514956,71.09113273,147.7213634,300.8431738,117.1498441,4084.431468
2671,4.697443798,17.9313173,18.82026497,-21.46763967,-37.41258064,71.40843703,148.6499692,299.6786195,117.1443529,4085.609816
2672,-12.17559717,8.784576281,32.33646431,-21.81720124,-35.16972577,71.41276377,149.4908594,298.4792111,117.1353996,4086.78325
2673,9.766608268,-3.820355312,38.4505338,-22.61893983,-31.87633086,71.10682986,150.2420595,297.2448188,117.1230052,4087.951771
2674,13.44988654,-11.30107647,35.93841947,-23.78132066,-27.60105795,70.49524634,150.902003,295.9753303,117.1071915,4089.115378
2675,-36.07935923,-4.086092241,24.98794487,-25.00009141,-22.43853078,69.58386627,151.4695581,294.6706518,117.0879805,4090.274072
2676,6.974018171,18.46877451,7.341124263,-25.82340405,-16.507869,68.37938879,151.9440026,293.3307166,117.0653945,4091.427854
2677,32.61111109,27.56865787,-13.32648377,-25.7008479,-9.948072045,66.88898335,152.3249812,291.955491,117.0394565,4092.576723
2678,4.954842748,1.273213813,-31.55947782,-24.06023299,-2.916640562,65.12001277,152.6124415,290.5449709,117.0101892,4093.72068
2679,-39.160995,-32.25878091,-41.4928117,-20.42589542,4.415550743,63.07988315,152.8065205,289.0991854,116.977616,4094.859727
2680,12.40463995,-33.28941903,-39.50479549,-14.57649789,11.86865556,60.7761291,152.9074679,287.6181961,116.9417602,4095.993864
2681,9.294027314,-9.07245984,-26.45805358,-6.609762,19.25597293,58.2168144,152.9156266,286.1020981,116.9026454,4097.123091
2682,-4.214144579,14.94154674,-7.334632255,3.052834518,26.3936028,55.4106297,152.8314414,284.5510174,116.8602951,4098.247409
2683,4.169285196,24.86864738,11.40982892,13.7690378,33.10409201,52.36702394,152.6554317,282.9651001,116.8147332,4099.36682
2684,0.611602994,17.3651745,25.00356097,24.74797855,39.21555227,49.09611835,152.388196,281.3445094,116.7659835,4100.481323
2685,-2.712531058,0.27742472,31.14453332,35.15037025,44.56662198,45.60879129,152.0303726,279.689426,116.7140699,4101.590921
2686,8.598642765,-13.6890863,29.91849515,44.23276369,49.01483397,41.91705565,151.582618,278.0000474,116.6590161,4102.695613
2687,-10.93820467,-14.56758712,22.74087456,51.39771857,52.44463614,38.03412271,151.0456057,276.2765862,116.6008461,4103.795402
2688,-8.904598209,2.855654972,11.35754883,56.21843193,54.76975123,33.97405746,150.4200154,274.5192679,116.5395836,4104.890287
2689,8.932758936,22.80582485,-2.136473549,58.43197526,55.94384519,29.75168094,149.7065331,272.728333,116.4752526,4105.98027
2690,11.38864232,18.81074009,-15.0224483,57.89793789,55.95924623,25.38277353,148.9058464,270.9040338,116.4078768,4107.065351
2691,-14.19119757,-8.946014658,-23.73198294,54.59607518,54.85092706,20.88390222,148.0186437,269.0466342,116.3374801,4108.145533
2692,8.824304291,-33.31973053,-24.79646757,48.58704528,52.69560762,16.27232109,147.0456076,267.156411,116.2640865,4109.220815
2693,-18.75282676,-30.8309279,-16.25756082,39.99039913,49.60541308,11.56552128,145.9874116,265.2336522,116.1877197,4110.291198
2694,-2.120055574,-1.09000263,0.253212391,29.0012483,45.71588063,6.781238684,144.8447339,263.2786556,116.1084037,4111.356685
2695,10.89888292,25.9584542,19.59076226,15.91700325,41.17414212,1.937344718,143.6182465,261.2917267,116.0261621,4112.417275
2696,18.66880817,24.59804051,35.51531513,1.167315238,36.13283182,-2.948097864,142.3086202,259.2731777,115.941019,4113.47297
2697,-18.77277843,4.577822418,42.5637313,-14.64202033,30.74339446,-7.85676354,140.916518,257.2233273,115.8529983,4114.523771
2698,-11.33946375,-2.034396588,38.02905841,-30.71411646,25.15160181,-12.76957537,139.4425914,255.1424992,115.7621238,4115.569677
2699,-0.798763664,10.86892366,22.54088588,-46.08686382,19.49510867,-17.66688425,137.8874598,253.0310224,115.6684196,4116.610692
2700,34.41749002,16.20316787,-0.605181971,-59.63779161,13.90122626,-22.52859558,136.2517307,250.8892304,115.5719096,4117.646814
2701,-5.149642202,-2.857477959,-25.83799072,-70.18986866,8.484784998,-27.33393528,134.536005,248.7174611,115.4726177,4118.678046
2702,-23.22214822,-21.70958127,-46.69984205,-76.63415747,3.345260429,-32.06139503,132.7408511,246.5160568,115.3705678,4119.704388
2703,-7.315611985,-18.88177898,-57.74558505,-78.05799382,-1.444067588,-36.68872339,130.8667734,244.2853627,115.2657839,4120.725841
2704,31.15359957,-8.603786384,-56.15883815,-73.96951484,-5.839514572,-41.19262608,128.9142579,242.025727,115.1582898,4121.742406
2705,-3.034116915,-10.17820391,-42.62266764,-64.46932798,-9.830599105,-45.54856626,126.8837877,239.7375011,115.0481096,4122.754083
2706,-23.66557764,-9.967503358,-21.09262677,-50.27779334,-13.43827055,-49.73124058,124.7758313,237.421039,114.9352671,4123.760875
2707,11.95760043,8.293020557,2.369611619,-32.55797331,-16.70733814,-53.71503617,122.5908518,235.0766959,114.8197864,4124.762781
2708,-3.235614378,28.72326447,21.39472535,-12.72255566,-19.69118893,-57.47426767,120.3293143,232.7048287,114.7016915,4125.759802
2709,23.32542882,26.28348358,31.81547304,7.68823672,-22.44976498,-60.98328835,117.9916883,230.3057965,114.5810062,4126.75194
2710,-14.50953415,0.601280141,33.26590945,27.13404369,-25.05025221,-64.21680476,115.5784474,227.8799606,114.4577547,4127.739195
2711,4.913944511,-25.23679594,28.87363033,44.25037039,-27.56215017,-67.15026305,113.090051,225.427684,114.3319608,4128.721568
2712,-6.51796365,-30.18263928,23.04211417,57.95361606,-30.05434362,-69.75979748,110.5269735,222.9493316,114.2036486,4129.69906
2713,-16.85550922,-6.605589474,18.79036766,67.52871878,-32.59502042,-72.02246443,107.8897134,220.4452699,114.0728421,4130.671672
2714,16.01934146,25.801022,16.05897007,72.63815543,-35.24433201,-73.91677846,105.1787864,217.915866,113.9395653,4131.639404
2715,23.47325744,27.95231485,13.45651778,73.34899104,-38.05063915,-75.42277818,102.394748,215.3614887,113.803842,4132.602258
2716,9.078273542,-4.577747336,9.745899711,70.11054842,-41.05124269,-76.52236855,99.53819897,212.782508,113.6656964,4133.560234
2717,-46.6346673,-28.95061753,4.728085968,63.71600443,-44.26647186,-77.1999102,96.60979641,210.179295,113.5251523,4134.513333
2718,7.98013385,-13.56897273,-1.621936394,55.10641546,-47.68902948,-77.44292145,93.61029982,207.5522211,113.3822337,4135.461556
2719,20.4052061,17.12658987,-9.771425346,45.23927745,-51.29199333,-77.24179835,90.5406164,204.9016582,113.2369645,4136.404904
2720,5.570996832,26.8325981,-19.72855602,34.94003566,-55.02816552,-76.58943985,87.40180494,202.2279784,113.0893688,4137.343379
